mac_code_file,mac_name_length_offset,mac_mangled_name,x86_address,confidence,evidence,raw_inventory_status,raw_name_length_offset
CODE_02_Visos (Generic).bin,0x00016296,__ct__15CPVZBuffSurfaceFv,0x00466670,high,constructs shared CPVSurface virtual base when most-derived; embeds CPVGDIBitmap; 16-bit backing family,exact_tuple,0x00016296
CODE_02_Visos (Generic).bin,0x00016310,__dt__15CPVZBuffSurfaceFv,0x004666E0,high,restores z-buffer tables and destroys embedded CPVGDIBitmap,exact_tuple,0x00016310
CODE_02_Visos (Generic).bin,0x00016366,FreeZBuff__15CPVZBuffSurfaceFv,0x00466710,high,frees 16-bit backing storage and CPVGDIBitmap line pointers,exact_tuple,0x00016366
CODE_02_Visos (Generic).bin,0x00016491,AllocateZBuff__15CPVZBuffSurfaceFv,0x00466740,high,doubles row width and allocates width*height*2 backing,exact_tuple,0x00016491
CODE_02_Visos (Generic).bin,0x000164E9,EnableZBuff__15CPVZBuffSurfaceFUc,0x00466840,high,enable flag allocates; disable path frees 16-bit z buffer,exact_tuple,0x000164E9
CODE_02_Visos (Generic).bin,0x0001651F,ResizeZBuff__15CPVZBuffSurfaceFv,0x00466870,high,z-buffer virtual forwards to allocation/resize body,exact_tuple,0x0001651F
CODE_01_Visos (Mac Specific).bin,0x00001396,HasZBuff__15CPVZBuffSurfaceFv,0x00466990,high,CPVSurface slot 16 override; returns 16-bit z-buffer active state,exact_tuple,0x00001396
CODE_02_Visos (Generic).bin,0x00014F8C,__ct__10CPVSurfaceFv,0x004663D0,high,initializes the shared 0x44 CPVSurface virtual base; field order and final CSurface constructor lifecycle agree,exact_name_module_offset_mismatch,0x00015E5E
CODE_01_Visos (Mac Specific).bin,0x00001607,SetLinePtrs__8CSurfaceFv,0x0046C9F0,high,CSurface primary CPVGDIBitmap slot 0 override; root and linked-surface row pointer behavior agrees,exact_name_module_offset_mismatch,0x00008E3C
CODE_02_Visos (Generic).bin,0x00015EA4,__dt__10CPVSurfaceFv,0x00466430,high,immediate constructor successor restores the CPVSurface vtable,exact_tuple,0x00015EA4
CODE_02_Visos (Generic).bin,0x00015F08,SetDontUpdateRect__10CPVSurfaceFRC7CVSRect,0x00466880,high,empty-extent conditional copies the complete rectangle tuple,exact_name_module_offset_mismatch,0x0001657B
CODE_02_Visos (Generic).bin,0x000160EA,SetWorldWidth__20CPVScrollableSurfaceFi,0x004668D0,high,stores changed world width and propagates the paired point,exact_name_module_offset_mismatch,0x000165FB
CODE_02_Visos (Generic).bin,0x00016204,Resize__10CPVSurfaceFRC7CVSSize,0x00466920,high,virtual slot and family order match the Macintosh CPVSurface table,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00016210,HasBackBuff__10CPVSurfaceFv,0x00466930,high,virtual slot returns false in the CPVSurface base,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00016218,HasZBuff__10CPVSurfaceFv,0x00466940,high,virtual slot returns false in the CPVSurface base,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00016220,SetWorldWidth__10CPVSurfaceFi,0x00466950,high,virtual slot and family order match the Macintosh CPVSurface table,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x0001622C,GetWorldWidth__10CPVSurfaceFv,0x00466960,high,virtual slot returns zero in the CPVSurface base,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00016238,GetWorldWidth__20CPVScrollableSurfaceFv,0x0046DCC0,high,scrollable-surface adjustor resolves the stored world width,no_exact_raw_name_in_module,
CODE_01_Visos (Mac Specific).bin,0x0000C97A,__ct__10CGDIDeviceFi,0x0046BC00,high,slot-array constructor and device lifecycle match,exact_name_module_offset_mismatch,0x00007DAC
CODE_01_Visos (Mac Specific).bin,0x0000CA02,__dt__10CGDIDeviceFv,0x0046BC90,high,warns about live surfaces then frees the device slot array,exact_name_module_offset_mismatch,0x00007E30
CODE_01_Visos (Mac Specific).bin,0x0000CCAC,FindFreeSurface__10CGDIDeviceFv,0x0046BCE0,high,linear scan for the first available surface slot,exact_name_module_offset_mismatch,0x00007E76
CODE_01_Visos (Mac Specific).bin,0x0000CAAE,AllocateSurface__10CGDIDeviceFRC7CVSRectP8CSurface,0x0046BD10,high,allocates and records a CSurface in a device slot,exact_name_module_offset_mismatch,0x000080C5
CODE_01_Visos (Mac Specific).bin,0x0000CBD0,FreeSurface__10CGDIDeviceFP8CSurface,0x0046BED0,high,destroys a CSurface and releases its device slot,exact_name_module_offset_mismatch,0x00008195
CODE_01_Visos (Mac Specific).bin,0x0000CE98,Sync__10CGDIDeviceFv,0x0046BF60,high,empty virtual slot has exact class-table position,exact_name_module_offset_mismatch,0x000081C4
CODE_01_Visos (Mac Specific).bin,0x0000CCD2,FindSurface__10CGDIDeviceFP8CSurface,0x0046BF70,high,linear scan by CSurface pointer,exact_name_module_offset_mismatch,0x00008213
CODE_01_Visos (Mac Specific).bin,0x0000CE40,Flush__10CGDIDeviceFP8CSurface,0x0046BFD0,high,marks the selected surface slot and flushes it to the root surface,exact_name_module_offset_mismatch,0x000082EA
CODE_02_Visos (Generic).bin,0x000142C8,__ct__8CSurfaceFRC7CVSRectP8CSurface,0x0046C050,high,composite CSurface construction and linked-surface setup,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x0001440E,__dt__8CSurfaceFv,0x0046C710,high,composite CSurface teardown in matching family order,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00014724,ResetScroll__8CSurfaceFv,0x0046C990,high,resets all active embedded bitmap scroll state,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x0001488C,AddToChangeList__8CSurfaceFRC7CVSRect,0x0046CB20,high,forwards or records the changed rectangle,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00014960,GetChangeList__8CSurfaceFv,0x0046CBD0,high,returns the active change-list tracker,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00014AEC,ToScreen__8CSurfaceFP8CSurface,0x0046CDA0,high,flushes changed rectangles to the linked or display surface,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00014DAE,AttachPalette__8CSurfaceFP11CResPALETTE,0x0046D040,high,builds the platform palette and propagates it to surfaces,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x00015218,Resize__8CSurfaceFRC7CVSSize,0x0046D420,high,updates surface extent backing state and child surfaces,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00014827,__ct__6CArenaFUlPCcP6CArenaPv,0x004599F0,high,constructor lifecycle; matching lock and arena-list initialization,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00014888,DeleteLists__6CArenaFv,0x00459A40,high,destroys block and child-arena lists under the arena lock,exact_name_module_offset_mismatch,0x000148DC
CODE_09_Visos (Generic).bin,0x00014916,__dt__6CArenaFv,0x00459AA0,high,destructor lifecycle; restores base vtables and releases lock state,exact_name_module_offset_mismatch,0x0001491C
CODE_09_Visos (Generic).bin,0x00014946,CheckAndAmalgamate__6CArenaFP7CMBlockT1,0x00459B10,high,adjacent free-block coalescing and header-size accounting,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x000149B4,AddToFreeList__6CArenaFP7CMBlock,0x00459BD0,high,appends a CMBlock to the free-list links,exact_name_module_offset_mismatch,0x00014A37
CODE_09_Visos (Generic).bin,0x000149EE,AddToBlockList__6CArenaFP7CMBlockT1,0x00459C00,high,inserts a CMBlock after the supplied block-list node,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00014A44,AddToArenaList__6CArenaFP6CArena,0x00459C40,high,sorted child-arena insertion,exact_name_module_offset_mismatch,0x00014B1D
CODE_09_Visos (Generic).bin,0x00014AA6,RemoveFromFreeList__6CArenaFP7CMBlock,0x00459C80,high,unlinks free-list neighbors,exact_name_module_offset_mismatch,0x00014B83
CODE_09_Visos (Generic).bin,0x00014ADE,RemoveFromBlockList__6CArenaFP7CMBlock,0x00459CB0,high,unlinks block-list neighbors,exact_name_module_offset_mismatch,0x00014BEF
CODE_09_Visos (Generic).bin,0x00014B24,RemoveFromArenaList__6CArenaFP6CArena,0x00459CE0,high,unlinks a child arena from the arena list,exact_name_module_offset_mismatch,0x00014C67
CODE_09_Visos (Generic).bin,0x00014B6A,FindSmallestBlock__6CArenaFUl,0x00459D20,high,best-fit free-block scan,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00014BD4,Allocate__6CArenaFPPvUlPCc,0x00459D70,high,best-fit allocation; split and list relinking behavior,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00014E0E,Free__6CArenaFPv,0x00459F70,high,pointer validation; free-list insertion and adjacent coalescing,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00014F4C,AllocateArena__6CArenaFPP6CArenaUlPCc,0x0045A010,high,allocates storage then constructs and links a child CArena,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00015026,FreeArena__6CArenaFP6CArena,0x0045A0A0,high,unlinks and frees a child CArena,exact_name_module_offset_mismatch,0x00015300
CODE_09_Visos (Generic).bin,0x0001510A,CheckValidPointer__6CArenaFPv,0x0045A0E0,high,arena-storage bounds and block validation,exact_name_module_offset_mismatch,0x0001537C
CODE_09_Visos (Generic).bin,0x0001532E,StreamOut__6CArenaFR8COStream,0x0045A260,high,matching arena diagnostics and aggregate counters,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00015612,GetAllocSize__6CArenaFv,0x0045A340,high,returns allocated payload counter,exact_tuple,0x00015612
CODE_09_Visos (Generic).bin,0x0001561A,GetFreeSize__6CArenaFv,0x0045A350,high,returns available arena bytes,exact_name_module_offset_mismatch,0x000155B4
CODE_09_Visos (Generic).bin,0x00015642,__nw__6CArenaFUlPv,0x0045A390,high,placement allocation returns supplied storage,exact_name_module_offset_mismatch,0x00015638
CODE_09_Visos (Generic).bin,0x00015660,MemSet__6CArenaFPvUcUl,0x0045A3A0,high,byte fill implementation and signature,no_exact_raw_name_in_module,
CODE_09_Visos (Generic).bin,0x00015696,MemCopy__6CArenaFPvPCvUl,0x0045A3D0,high,byte copy implementation and signature,no_exact_raw_name_in_module,
CODE_02_Visos (Generic).bin,0x000147AC,SqRoot__7CVSMathFUi,0x0045A9B0,high,integer square-root bounds and binary-search behavior,exact_tuple,0x000147AC
CODE_08_Frontend.bin,0x0000631E,__ct__11CEditStringFi,0x00453150,high,capacity allocation and empty-string constructor lifecycle,exact_tuple,0x0000631E
CODE_08_Frontend.bin,0x0000636A,__apl__11CEditStringFc,0x00453180,high,bounded character append and NUL termination,exact_tuple,0x0000636A
CODE_08_Frontend.bin,0x000063BE,__as__11CEditStringFPCc,0x00453200,high,C-string assignment and length update,exact_tuple,0x000063BE
CODE_06_AI.bin,0x000062DE,__ct__5CDoorFv,0x0040D470,high,door type 0x19 base construction and door vtable lifecycle,exact_tuple,0x000062DE
CODE_06_AI.bin,0x00006C5A,DoActivate__5CDoorFv,0x0040DEC0,high,sets active state and timestamps deadline before awarding type-dependent score,exact_tuple,0x00006C5A
CODE_06_AI.bin,0x0000716F,Switch__12CDoorManagerF9swMessagei,0x0040E5A0,high,manager selects door by slot and dispatches switch action,exact_tuple,0x0000716F
CODE_06_AI.bin,0x000071CC,Id__12CDoorManagerFi,0x0040E600,high,manager index-to-door-slot identifier lookup,exact_tuple,0x000071CC
CODE_06_AI.bin,0x00012224,Switch__4CIceFv,0x0042D550,high,ice object requests its switched state transition,exact_tuple,0x00012224
CODE_06_AI.bin,0x000127F9,Switch__11CIceManagerF9swMessagei,0x0042DD90,high,manager selects ice object by slot and dispatches switch action,exact_tuple,0x000127F9
CODE_06_AI.bin,0x000162B0,__ct__5CMineFv,0x00423C10,high,contiguous CMine family start; type 0x13 construction and mine vtable lifecycle,exact_tuple,0x000162B0
CODE_06_AI.bin,0x000162DE,Restart__5CMineFv,0x00423C30,high,immediate family successor; resets managed-entity and CMine runtime state,exact_tuple,0x000162DE
CODE_06_AI.bin,0x0001633C,Initialise__5CMineFv,0x00423C50,high,"family order; seeds state 0x18, timers, trigger fields, and mine terrain variants",exact_tuple,0x0001633C
CODE_06_AI.bin,0x000163D8,Set__5CMineF7AICOORD,0x00423CB0,high,family order; stores fixed-point position and marks mine occupancy in the tile grid,exact_tuple,0x000163D8
CODE_06_AI.bin,0x00016428,Trigger__5CMineFi,0x00423D40,high,family order; records trigger delay and requests mine state 0x1a,exact_tuple,0x00016428
CODE_06_AI.bin,0x00016498,DoActivate__5CMineFv,0x00423D70,high,"family order; executes triggered mine state, timing, terrain, and nearby chain activation",exact_tuple,0x00016498
CODE_06_AI.bin,0x00016560,SetTerrain__5CMineFv,0x00423DD0,high,"family order; writes mine tile type 0x20a, collision flag 4, and activation notification",exact_tuple,0x00016560
CODE_06_AI.bin,0x0001659E,StepOn__5CMineFP11CGameObject,0x00423E70,high,family order; requests detonation state and notifies the stepping game object,exact_tuple,0x0001659E
CODE_06_AI.bin,0x000165DE,IsUsable__5CMineF7eAction,0x00423E90,high,family order; accepts only inactive/ready mine states 8 and 0x18,exact_tuple,0x000165DE
CODE_06_AI.bin,0x000166E8,Process__5CMineFv,0x00423EB0,high,"family order; advances mine trigger, terrain, cooldown, and state transitions",exact_tuple,0x000166E8
CODE_06_AI.bin,0x0001674E,OnGround__5CMineFv,0x00423FA0,high,family end; resamples mine ground height from the tile grid,exact_tuple,0x0001674E
CODE_06_AI.bin,0x000088E7,__ct__11CEnemyGroupFP3CAIP14CObjectManagerP17CFormationManager,0x00420AE0,high,"enemy load/create callers allocate the 0x168-byte group, pass the three shared AI/object/formation contexts, invoke this constructor through its ILT, and install the enemy-group vtable",exact_tuple,0x000088E7
CODE_02_Visos (Generic).bin,0x000118C1,__ct__4CGDIFRC7CVSRectiP8CSurface,0x00467060,high,"contiguous four-function family start; constructs the 0x10-byte Windows render queue from a rectangle, entry count, and CSurface allocation",exact_tuple,0x000118C1
CODE_02_Visos (Generic).bin,0x0001192C,__dt__4CGDIFv,0x004670D0,high,contiguous family order; frees the queue storage and releases its CSurface,exact_tuple,0x0001192C
CODE_02_Visos (Generic).bin,0x00011958,AddToList__4CGDIFP10CPrimitive,0x004670F0,high,contiguous family order; appends one render-entry pointer and increments the queue count,exact_tuple,0x00011958
CODE_02_Visos (Generic).bin,0x000119DC,Render__4CGDIFv,0x00467110,high,"contiguous family end; validates and dispatches each queued primitive through virtual slot 2, then presents the target surface",exact_tuple,0x000119DC
CODE_07_Control.bin,0x000001BA,SetGameDefaults__Fv,0x00406230,high,"exact startup-default role and void signature; initializes shared game, audio, display, debug, level, and command-line state",exact_tuple,0x000001BA
CODE_07_Control.bin,0x000001D8,DisplayHelp__Fv,0x00406300,high,exact no-argument help-switch callback; Windows body is intentionally empty while caller handles /? and ?,exact_tuple,0x000001D8
CODE_07_Control.bin,0x000002C6,StrCmpI__FPCcPCci,0x00406790,high,exact two-string plus maximum-length signature and case-insensitive bounded comparison behavior,exact_tuple,0x000002C6
CODE_07_Control.bin,0x00000666,DoCommandLine__FiPPc,0x00406460,high,exact argc/argv signature; parses shared game switches through StrCmpI and invokes DisplayHelp,exact_tuple,0x00000666
CODE_07_Control.bin,0x00001428,__ct__11CGameStatusFv,0x00406A90,high,0x50-byte allocation and complete state clear establish constructor lifecycle,exact_tuple,0x00001428
CODE_07_Control.bin,0x000014BB,JiggleLevelData__11CGameStatusFv,0x00406AD0,high,eight 3-bit digits are permuted and XOR-packed for the password,exact_tuple,0x000014BB
CODE_07_Control.bin,0x00001577,UnJiggleLevelData__11CGameStatusFUl,0x00406B30,high,inverse permutation reconstructs four bounded unlocked-level caps,exact_tuple,0x00001577
CODE_07_Control.bin,0x000015DE,CalcCheckSum__11CGameStatusFUl,0x00406BA0,high,matching 5-bit checksum over value bytes used by encode and decode,exact_tuple,0x000015DE
CODE_07_Control.bin,0x0000167E,EncodePassword__11CGameStatusFv,0x00406C00,high,packs state and checksum then formats the stored zero-padded password,exact_tuple,0x0000167E
CODE_07_Control.bin,0x00001795,DecodePassword__11CGameStatusFPc,0x00406CA0,high,"parses, validates checksum, handles cheat code, and applies caps",exact_tuple,0x00001795
CODE_07_Control.bin,0x000017F8,StringToDWord__11CGameStatusFv,0x00406D80,high,decimal accumulation over the stored password buffer,exact_tuple,0x000017F8
CODE_07_Control.bin,0x0000183A,GotoLastLevels__11CGameStatusFv,0x00406DD0,high,copies active unlock caps into per-pack selected-level snapshots,exact_tuple,0x0000183A
CODE_07_Control.bin,0x00003316,IncLevel__11CGameStatusFv,0x00408DC0,high,increments within exact pack limits and updates unlock/snapshot state,exact_tuple,0x00003316
CODE_07_Control.bin,0x00003358,DecLevel__11CGameStatusFv,0x00408E40,high,"decrements current level, updates snapshot, and reports further retreat",exact_tuple,0x00003358
CODE_07_Control.bin,0x000033C8,IncSkill__11CGameStatusFUc,0x00408E60,high,advances the four normal skill packs with optional wrap and resets level,exact_tuple,0x000033C8
CODE_07_Control.bin,0x00003425,NoOfLevelsInSkill__11CGameStatusFi,0x00408F30,high,exact skill-to-level-count switch 24/25/28/21/11,exact_tuple,0x00003425
CODE_07_Control.bin,0x00003481,NextLevelAvailable__11CGameStatusFv,0x00408FA0,high,availability predicate compares current level with the active unlock cap,exact_tuple,0x00003481
CODE_07_Control.bin,0x000034BF,LastLevelAvailable__11CGameStatusFv,0x00408FD0,high,returns whether current level is nonzero for previous navigation,exact_tuple,0x000034BF
CODE_07_Control.bin,0x0000354E,SetMaxLevel__11CGameStatusFii,0x00408FE0,high,clamps a skill cap and protects the active current level,exact_tuple,0x0000354E
CODE_07_Control.bin,0x0000358A,Level__11CGameStatusFi,0x00409070,high,sets current level and matching per-skill snapshot; exact overload tail,exact_tuple,0x0000358A
CODE_07_Control.bin,0x000035BA,Level__11CGameStatusFv,0x00409080,high,returns selected-level snapshot for active skill; live level-mode callers,exact_tuple,0x000035BA
CODE_06_AI.bin,0x000091DD,__ct__11CGameObjectF11eObjectTypeUsUs,0x00414F30,high,"constructor installs base table, allocates destination queue, and registers object",exact_tuple,0x000091DD
CODE_06_AI.bin,0x000092BE,Restart__11CGameObjectFv,0x004150D0,high,lifecycle successor resets runtime and command state,exact_tuple,0x000092BE
CODE_06_AI.bin,0x00009352,__dt__11CGameObjectFv,0x00415160,high,"paired destructor releases id, registration, and destination queue",exact_tuple,0x00009352
CODE_06_AI.bin,0x000093C6,Initialise__11CGameObjectFv,0x004151B0,high,clears the complete shared object state field set,exact_tuple,0x000093C6
CODE_06_AI.bin,0x0000949B,StartFly__11CGameObjectFR9C3DVectorP9C3DVector,0x00415240,high,two vector-shaped inputs initialize flight motion state,exact_tuple,0x0000949B
CODE_06_AI.bin,0x000097B4,Fly__11CGameObjectFv,0x00415300,high,advances gravity and flight motion state,exact_tuple,0x000097B4
CODE_06_AI.bin,0x000097EB,RotateClockwise__11CGameObjectFv,0x00415520,high,increments and wraps the eight-way heading,exact_tuple,0x000097EB
CODE_06_AI.bin,0x0000982B,RotateAnticlockwise__11CGameObjectFv,0x00415550,high,decrements and wraps the eight-way heading,exact_tuple,0x0000982B
CODE_06_AI.bin,0x00009A90,StartMoving__11CGameObjectFv,0x00415580,high,advances the queued movement path and motion state,exact_tuple,0x00009A90
CODE_06_AI.bin,0x00009ADE,StopMoving__11CGameObjectFv,0x00415780,high,removes first command and resets motion,exact_tuple,0x00009ADE
CODE_06_AI.bin,0x00009B9C,MapCheck__11CGameObjectFii,0x004157B0,high,samples map tile flags for the supplied coordinates,exact_tuple,0x00009B9C
CODE_06_AI.bin,0x00009C7E,StartRoute__11CGameObjectFv,0x00415830,high,starts shared tile reachability search,exact_tuple,0x00009C7E
CODE_06_AI.bin,0x00009EB2,SearchRoute__11CGameObjectFv,0x004158B0,high,services the active reachability search,exact_tuple,0x00009EB2
CODE_06_AI.bin,0x0000A24E,Move__11CGameObjectFv,0x00415A30,high,performs queued path motion with height and collision checks,exact_tuple,0x0000A24E
CODE_06_AI.bin,0x0000A321,TurnToFaceDestination__11CGameObjectFv,0x00415D90,high,derives destination octant and rotates toward first queued point,exact_tuple,0x0000A321
CODE_06_AI.bin,0x0000A3BB,FacingDestination__11CGameObjectFv,0x00415E20,high,compares heading with first queued destination octant,exact_tuple,0x0000A3BB
CODE_06_AI.bin,0x0000A46D,DeleteFirstEntryFromDestinationList__11CGameObjectFv,0x00415E80,high,removes the first destination-list entry,exact_tuple,0x0000A46D
CODE_06_AI.bin,0x0000A4F1,AddDestination__11CGameObjectFRC7AICOORD,0x00415EF0,high,appends one coordinate to the destination queue,exact_tuple,0x0000A4F1
CODE_06_AI.bin,0x0000A5F9,AlterDestination__11CGameObjectFRC7AICOORD,0x00415F30,high,prepends/changes destination then advances command state,exact_tuple,0x0000A5F9
CODE_06_AI.bin,0x0000A68E,GetDestination__11CGameObjectFv,0x00416000,high,returns first destination or current position,exact_tuple,0x0000A68E
CODE_06_AI.bin,0x0000A6CD,DestinationExists__11CGameObjectFv,0x004160C0,high,tests destination queue count,exact_tuple,0x0000A6CD
CODE_06_AI.bin,0x0000A705,EmptyDestinationList__11CGameObjectFv,0x004160E0,high,clears destination queue count,exact_tuple,0x0000A705
CODE_06_AI.bin,0x0000A76B,GetBoundingBox__11CGameObjectFR7CVSRect,0x004160F0,high,writes a centered 48 by 48 rectangle to output,exact_tuple,0x0000A76B
CODE_06_AI.bin,0x0000AB53,OnLift__11CGameObjectFR8tCoord3d,0x00416340,high,point-bounds overload updates object height inside lift bounds,exact_tuple,0x0000AB53
CODE_06_AI.bin,0x0000AC61,OnLift__11CGameObjectFR8tCoord3dR8tCoord3d,0x00416420,high,two-point bounds overload updates object height inside lift rectangle,exact_tuple,0x0000AC61
CODE_06_AI.bin,0x0000ADA0,IsSelectable__11CGameObjectFv,0x00416570,high,state predicate excludes inactive/unselectable states,exact_tuple,0x0000ADA0
CODE_06_AI.bin,0x0000AE37,ResetInstructions__11CGameObjectFv,0x00416590,high,clears interruptible child command and pending state,exact_tuple,0x0000AE37
CODE_06_AI.bin,0x0000AE96,Init__11CGameObjectFP3CAI,0x004165E0,high,initializes global object-id tables and records active AI owner,exact_tuple,0x0000AE96
CODE_06_AI.bin,0x0000AEC2,GetId__11CGameObjectFv,0x00416610,high,direct read of the shared 16-bit object id,exact_tuple,0x0000AEC2
CODE_06_AI.bin,0x0000AEF8,SetId__11CGameObjectFUs,0x00416620,high,stores and claims the supplied object id,exact_tuple,0x0000AEF8
CODE_06_AI.bin,0x0000AF76,ReSetId__11CGameObjectFv,0x00416640,high,releases and clears the same object-id bitmap slot,exact_tuple,0x0000AF76
CODE_06_AI.bin,0x0000AFEC,NextId__11CGameObjectFv,0x00416670,high,low-to-high free object-id allocator,exact_tuple,0x0000AFEC
CODE_06_AI.bin,0x0000B05E,NextLoadingId__11CGameObjectFv,0x004166A0,high,high-to-low loading object-id allocator,exact_tuple,0x0000B05E
CODE_06_AI.bin,0x0000B126,RegisterId__11CGameObjectFv,0x00416740,high,registers current object id in shared bitmap,exact_tuple,0x0000B126
CODE_06_AI.bin,0x0000B1C3,UpdateCollision__11CGameObjectFv,0x004167C0,high,rebuilds six collision bounds fields from position,exact_tuple,0x0000B1C3
CODE_06_AI.bin,0x0000B21C,StartLand__11CGameObjectFv,0x00416820,high,dispatches terrain and object contacts from current tile,exact_tuple,0x0000B21C
CODE_11_views_2d.bin,0x00008424,CancelMoves__3C2DFv,0x00437250,high,event 3 clears selection fields and restores resource mode 0x25,exact_tuple,0x00008424
CODE_11_views_2d.bin,0x00008488,NextGroup__3C2DFv,0x004372A0,high,event 7 clears selection fields and enters group mode 0x1b,exact_tuple,0x00008488
CODE_11_views_2d.bin,0x000084EA,PrevGroup__3C2DFv,0x004372F0,high,event 6 clears selection fields and enters group mode 0x1b,exact_tuple,0x000084EA
CODE_11_views_2d.bin,0x00004C46,DrawObject__3C2DFR9CViewData,0x0043DC70,high,Windows object-type dispatcher selects the same per-object render families from one CViewData-shaped record,exact_tuple,0x00004C46
CODE_11_views_2d.bin,0x0000228A,LemmingFly__3C2DFR9CViewDataRi,0x0043BCE0,high,"Both implementations combine direction with view rotation, sample terrain height, derive elapsed frames using `15/1000`, and clamp to `0..6` or `7..12`. Called from the corresponding `DrawLemming` body.",exact_tuple,0x0000228A
